state,city,year,population,violent_crime,murder_and_nonnegligent_manslaughter,forcible_rape,robbery,aggravated_assault,non_violent_crime,property_crime,burglary,larceny_theft,motor_vehicle_theft
TX,Pharr,2016,77744,228,1,25,35,167,3534,1807,292,1431,4
TX,Pilot Point,2016,4140,12,1,3,2,6,78,39,14,21,4
TX,Pinehurst,2016,2078,8,0,0,1,7,112,56,4,48,4
TX,Pittsburg,2016,4622,25,0,2,2,21,288,127,24,99,38
TX,Plainview,2016,20667,59,0,9,6,44,1897,770,130,602,395
TX,Plano,2016,288242,399,5,77,109,208,10587,5479,903,4181,24
TX,Pleasanton,2016,10013,34,2,5,8,19,975,499,97,378,1
TX,Ponder,2016,1559,4,0,3,0,1,69,19,2,16,32
TX,Port Aransas,2016,4055,17,1,3,3,10,954,430,36,362,126
TX,Port Arthur,2016,55510,362,5,18,105,234,3544,1829,580,1123,12
TX,Port Isabel,2016,5015,40,0,2,1,37,488,237,26,199,26
TX,Portland,2016,16340,21,1,5,3,12,1071,539,55,458,19
TX,Port Lavaca,2016,12458,112,2,19,6,85,857,429,144,266,18
TX,Port Neches7,2016,12741,51,0,5,4,42,339,174,34,122,9
TX,Poteet,2016,3450,5,0,1,1,3,271,140,24,107,0
TX,Poth,2016,2220,1,0,0,0,1,27,13,7,6,1
TX,Pottsboro,2016,2267,2,0,1,1,0,16,8,1,6,1
TX,Prairie View,2016,6538,7,0,0,1,6,68,34,16,17,1
TX,Presidio,2016,3802,1,0,0,0,1,32,16,4,11,1
TX,Primera,2016,4748,2,0,0,0,2,44,20,9,10,5
TX,Princeton,2016,9426,19,0,1,1,17,373,188,20,163,2
TX,Prosper,2016,17634,11,0,3,4,4,456,227,37,188,4
TX,Queen City,2016,1466,16,0,1,0,15,44,23,4,15,2
TX,Quitman,2016,1830,7,0,1,1,5,72,37,12,23,0
TX,Ralls,2016,1890,2,0,0,0,2,1,0,0,0,1
TX,Rancho Viejo,2016,2502,0,0,0,0,0,26,12,6,5,3
TX,Ranger,2016,2463,20,1,1,0,18,96,47,14,30,5
TX,Raymondville,2016,11104,80,0,7,4,69,773,374,92,277,30
TX,Red Oak,2016,12278,23,0,0,15,8,736,382,140,212,2
TX,Refugio,2016,2850,23,0,0,1,22,42,22,6,14,0
TX,Reno,2016,3302,2,0,0,0,2,336,63,12,51,210
TX,Richardson,2016,113216,156,5,16,71,64,4757,2473,389,1874,21
TX,Richland Hills,2016,8159,19,0,7,5,7,506,256,38,197,15
TX,Richmond,2016,12245,43,2,0,10,31,521,267,59,193,2
TX,Richwood,2016,3895,3,0,0,0,3,66,34,5,27,0
TX,Riesel,2016,1021,1,0,0,0,1,18,9,5,4,0
TX,Rio Bravo,2016,4819,0,0,0,0,0,35,0,0,0,35
TX,Rio Grande City,2016,14518,17,0,0,4,13,419,227,30,162,0
TX,Rio Hondo,2016,2453,4,0,1,0,3,73,32,10,22,9
TX,River Oaks,2016,7782,13,0,0,3,10,254,126,32,85,11
TX,Roanoke,2016,7707,8,0,2,2,4,284,146,10,125,3
TX,Robinson,2016,11674,29,0,3,1,25,208,98,20,75,15
TX,Robstown,2016,11596,202,2,0,7,193,784,397,147,235,5
TX,Rockdale,2016,5619,13,0,4,0,9,322,155,55,95,17
TX,Rockport,2016,10725,38,1,5,6,26,1242,591,165,409,77
TX,Rockwall,2016,43542,40,0,14,5,21,1523,800,63,660,0
TX,Rollingwood,2016,1570,0,0,0,0,0,33,6,2,4,21
TX,Roma7,2016,10310,19,0,3,0,16,269,144,29,94,2
TX,Roman Forest,2016,1910,0,0,0,0,0,86,13,2,9,62
TX,Rosenberg,2016,36360,107,2,19,21,65,1254,618,160,396,80
TX,Round Rock,2016,119308,173,0,31,44,98,5258,2653,303,2270,32
TX,Rowlett,2016,61047,91,0,18,16,57,1808,915,172,711,10
TX,Royse City,2016,11914,17,1,2,3,11,230,120,18,92,0
TX,Ruway Bay,2016,1433,1,0,1,0,0,4,2,0,2,0
TX,Sabil,2016,1721,2,0,0,1,1,90,37,2,35,16
TX,Sachse,2016,25467,12,0,6,1,5,677,323,40,267,47
TX,Sagiw,2016,22540,39,1,16,6,16,908,476,68,361,3
TX,Salado,2016,2140,3,0,1,0,2,326,26,8,15,277
TX,San Angelo,2016,101870,371,6,58,54,253,16938,4991,875,3839,7233
TX,San Antonio,2016,1498642,10754,149,1190,2232,7183,148339,77786,12235,58318,0
TX,San Augustine,2016,1989,3,0,0,1,2,43,10,6,4,23
TX,San Benito,2016,24535,81,0,39,12,30,1935,979,194,762,0
TX,San Diego,2016,4350,11,0,0,0,11,15,3,3,0,9
TX,Sanger,2016,7913,10,0,3,1,6,434,113,21,83,217
TX,San Marcos,2016,64380,227,1,58,56,112,3791,2004,321,1466,0
TX,San Saba,2016,3004,2,0,0,0,2,2,1,0,1,0
TX,Santa An,2016,1022,5,0,4,0,1,36,8,4,4,20
TX,Santa Fe,2016,13172,23,0,10,3,10,373,196,42,134,1
TX,Santa Rosa,2016,2875,2,0,1,0,1,97,22,2,19,54
TX,Schertz,2016,39225,85,0,19,6,60,1406,729,105,570,2
TX,Schulenburg,2016,2941,23,0,1,3,19,159,67,15,50,27
TX,Seabrook,2016,14091,21,0,5,5,11,492,211,24,160,97
TX,Seagoville,2016,16085,17,0,0,12,5,837,466,93,276,2
TX,Seagraves,2016,2836,9,0,0,0,9,96,46,24,20,6
TX,Sealy,2016,6469,21,0,0,6,15,390,181,68,107,34
TX,Seguin,2016,28319,111,4,26,15,66,2129,1076,173,869,11
TX,Selma,2016,10027,31,1,5,7,18,714,361,38,312,3
TX,Seminole,2016,7656,0,0,0,0,0,250,121,13,105,11
TX,Seven Points,2016,1447,7,0,0,0,7,58,34,9,14,1
TX,Seymour,2016,2636,8,0,1,0,7,83,40,7,32,4
TX,Shallowater,2016,2568,1,0,0,1,0,53,28,15,9,1
TX,Shamrock,2016,2007,5,0,0,1,4,35,17,6,10,2
TX,Shavano Park,2016,3631,0,0,0,0,0,173,81,17,62,13
TX,Shendoah,2016,2914,6,1,0,5,0,629,277,14,250,88
TX,Sherman,2016,41139,127,4,20,23,80,2414,1251,297,866,0
TX,Shiner,2016,2152,2,0,0,1,1,32,16,2,14,0
TX,Shoreacres,2016,1624,3,0,0,0,3,27,12,5,7,3
TX,Silsbee,2016,6693,14,0,0,1,13,342,170,29,138,5
TX,Sinton,2016,5756,53,0,3,0,50,368,184,39,140,5
TX,Slaton,2016,6061,23,1,2,6,14,224,109,20,84,11
TX,Smithville,2016,4159,19,0,4,4,11,267,137,22,104,4
TX,Snyder,2016,11882,9,0,2,0,7,630,305,74,227,24
TX,Socorro,2016,33447,44,0,5,7,32,588,303,42,237,6
TX,Somerset,2016,1814,3,0,0,0,3,52,29,7,16,0
TX,Sonora,2016,2841,2,0,2,0,0,93,43,14,29,7
TX,Sour Lake,2016,1765,1,0,0,0,1,203,35,8,20,140
TX,South Houston,2016,17650,89,1,5,34,49,866,496,70,286,14
TX,Southlake,2016,30644,19,2,0,4,13,804,396,52,330,26
TX,South Padre Island,2016,2895,49,0,16,5,28,947,486,39,421,1
TX,Southside Place,2016,1859,1,0,0,1,0,53,27,1,25,0
TX,Spearman,2016,3378,0,0,0,0,0,5,0,0,0,5
TX,Splendora,2016,1697,3,0,0,0,3,53,28,9,14,2
TX,Springtown,2016,2841,4,0,2,0,2,107,52,10,40,5
TX,Spring Valley,2016,4289,6,0,0,0,6,290,145,21,119,5
TX,Spur,2016,1183,11,0,0,1,10,73,13,6,2,52
TX,Stafford,2016,18602,96,2,13,35,46,1374,713,113,548,0
TX,Stagecoach,2016,589,0,0,0,0,0,9,0,0,0,9
TX,Stamford,2016,2944,7,1,0,0,6,110,59,21,29,1
TX,Stanton,2016,3032,7,0,3,1,3,109,44,2,41,22
TX,Stephenville,2016,20787,29,0,8,3,18,894,458,69,367,0
TX,Stratford,2016,2085,5,0,0,1,4,56,4,2,2,48
TX,Sugar Land,2016,90088,77,0,16,43,18,2872,1460,250,1162,0
TX,Sullivan City,2016,4223,17,0,0,2,15,136,58,15,43,20
TX,Sulphur Springs,2016,16227,29,0,5,6,18,484,252,36,196,0
TX,Sunrise Beach Village,2016,734,1,0,0,0,1,18,8,4,4,2
TX,Surfside Beach,2016,557,3,0,0,0,3,44,20,9,9,6
TX,Sweeny,2016,3780,11,0,5,2,4,257,118,21,91,27
TX,Sweetwater,2016,10785,49,1,3,11,34,1135,581,200,354,0
TX,Taft,2016,3104,9,0,0,0,9,131,63,9,54,5
TX,Tahoka,2016,2551,6,0,2,0,4,72,38,10,23,1
TX,Tatum,2016,1378,2,0,0,1,1,71,26,7,18,20
TX,Taylor,2016,16979,32,0,3,5,24,852,432,100,312,8
TX,Teague,2016,3575,13,0,5,1,7,319,71,26,37,185
TX,Temple,2016,73411,226,7,34,89,96,4473,2298,493,1620,62
TX,Terrell,2016,17211,103,0,14,21,68,1624,841,158,621,4
TX,Terrell Hills,2016,5369,4,0,1,2,1,374,123,29,90,132
TX,Texarka,2016,37442,314,4,23,44,243,3704,1875,338,1405,86
TX,Texas City,2016,48095,249,2,33,63,151,3459,1759,324,1349,27
TX,The Colony,2016,42925,64,1,28,6,29,937,482,79,376,0
TX,Thorndale,2016,1313,3,0,0,0,3,34,17,5,12,0
TX,Thrall,2016,936,6,0,3,0,3,17,8,1,7,1
TX,Three Rivers,2016,1996,10,0,1,0,9,67,33,6,26,2
TX,Tioga,2016,874,3,0,1,0,2,73,14,6,6,47
TX,Tomball,2016,11700,46,0,9,13,24,748,394,59,288,7
TX,Tool,2016,2274,2,0,1,0,1,42,23,8,8,3
TX,Trophy Club,2016,12645,11,0,1,0,10,157,80,8,69,0
TX,Troy,2016,1883,0,0,0,0,0,73,36,9,27,1
TX,Tulia,2016,4716,45,0,8,3,34,189,95,16,78,0
TX,Tye,2016,1263,1,0,0,1,0,221,31,5,26,159
TX,Tyler5,2016,105044,429,5,64,106,254,51,,,,51
TX,Universal City,2016,20275,34,0,5,14,15,1010,522,98,373,17
TX,University Park,2016,25103,16,0,1,13,2,604,303,33,253,15
TX,Uvalde,2016,16619,47,0,9,5,33,1271,640,82,543,6
TX,Van,2016,2695,2,0,1,0,1,96,48,11,31,6
TX,Van Alstyne,2016,3406,8,0,1,0,7,67,35,6,23,3
TX,Venus,2016,3366,5,0,1,0,4,67,29,5,21,12
TX,Vernon,2016,10495,60,0,11,4,45,679,330,69,249,31
TX,Vidor,2016,10991,36,0,0,4,32,856,370,81,258,147
TX,Waco,2016,133790,695,4,126,156,409,9623,4882,1087,3648,6
TX,Wake Village,2016,5466,7,0,0,4,3,260,130,18,106,6
TX,Waller,2016,2559,8,0,0,1,7,125,65,19,40,1
TX,Wallis,2016,1303,4,0,0,0,4,39,11,6,4,18
TX,Watauga,2016,24725,46,1,17,8,20,886,426,55,353,52
TX,Waxahachie,2016,34152,52,0,0,14,38,1727,874,110,712,31
TX,Weatherford,2016,29422,52,0,14,9,29,1270,615,82,502,71
TX,Webster,2016,11213,61,0,16,26,19,1614,842,72,699,1
TX,Weimar,2016,2163,8,0,2,3,3,102,20,4,15,63
TX,Weslaco,2016,39987,172,1,24,41,106,3815,1937,267,1607,4
TX,West,2016,2898,5,0,0,0,5,97,50,12,34,1
TX,West Columbia,2016,3941,16,0,4,1,11,167,82,23,58,4
TX,West Lake Hills,2016,3364,1,0,0,1,0,167,76,11,61,19
TX,West Orange,2016,3459,11,0,0,6,5,343,181,25,137,0
TX,Westover Hills,2016,729,1,0,0,0,1,18,6,2,4,6
TX,West University Place,2016,15932,9,0,0,7,2,263,133,79,48,3
TX,Westworth,2016,2687,6,0,2,2,2,448,216,5,208,19
TX,Wharton,2016,8706,49,0,3,9,37,863,440,44,377,2
TX,Whitehouse7,2016,8286,35,0,12,1,22,190,91,18,71,10
TX,White Oak,2016,6317,7,0,1,1,5,231,120,23,87,1
TX,Whitesboro,2016,3931,6,0,1,1,4,135,34,7,26,68
TX,White Settlement,2016,17267,30,1,0,17,12,798,433,108,257,0
TX,Whitney,2016,2103,1,0,0,1,0,355,46,10,36,263
TX,Wichita Falls,2016,104685,445,9,124,123,189,7219,3734,825,2646,14
TX,Willis,2016,6401,51,0,7,13,31,350,180,42,124,4
TX,Willow Park,2016,5130,2,0,0,0,2,84,42,9,29,4
TX,Wills Point,2016,3551,14,1,4,1,8,126,62,15,43,6
TX,Wilmer,2016,3978,10,0,1,2,7,239,109,35,68,27
TX,Windcrest,2016,5877,19,0,2,9,8,676,351,18,306,1
TX,Wink,2016,1087,0,0,0,0,0,21,10,1,8,2
TX,Winnsboro,2016,3354,12,0,2,1,9,142,70,18,50,4
TX,Winters,2016,2563,3,0,1,1,1,162,82,34,44,2
TX,Wolfforth7,2016,4371,0,0,0,0,0,100,51,11,38,0
TX,Woodbranch,2016,1396,0,0,0,0,0,8,4,1,3,0
TX,Woodville,2016,2457,3,0,2,1,0,28,11,6,5,6
TX,Woodway,2016,8836,15,0,4,1,10,220,113,5,102,0
TX,Wortham,2016,1019,2,0,0,0,2,51,15,9,6,21
TX,Wylie,2016,47772,50,0,7,6,37,802,411,60,330,1
TX,Yoakum,2016,6059,14,0,1,3,10,188,94,44,49,1
TX,Yorktown,2016,2157,5,0,1,0,4,109,34,17,16,42
UT,American Fork/Cedar Hills,2016,39028,24,1,8,7,8,1674,858,101,715,0
UT,Big Water,2016,465,0,0,0,0,0,7,2,1,1,3
UT,Blanding,2016,3876,4,0,1,0,3,129,57,11,43,18
UT,Bluffdale,2016,11765,5,0,0,0,5,281,120,28,74,59
UT,Bountiful,2016,44003,46,1,19,2,24,1455,744,83,602,26
UT,Brigham City,2016,18914,38,0,11,5,22,953,472,121,325,35
UT,Cedar City,2016,30441,67,1,13,3,50,1235,635,116,484,0
UT,Centerfield,2016,1389,0,0,0,0,0,39,6,0,6,27
UT,Centerville,2016,17204,34,1,11,3,19,1204,594,102,465,43
UT,Clearfield,2016,30783,29,0,13,3,13,1297,664,120,501,12
UT,Clinton,2016,21567,8,0,4,0,4,765,367,66,289,43
UT,Cottonwood Heights,2016,34493,40,0,5,13,22,1977,918,150,725,184
UT,Draper,2016,47696,75,0,28,5,42,2651,1417,201,1032,1
UT,East Carbon,2016,1548,3,0,0,0,3,48,20,5,14,9
UT,Enoch,2016,6348,32,0,3,0,29,108,58,16,33,1
UT,Fairview,2016,1265,3,0,1,0,2,29,6,0,5,18
UT,Farmington,2016,23505,14,0,6,3,5,922,468,45,405,4
UT,Garland,2016,2449,0,0,0,0,0,108,45,9,32,22
UT,Grantsville,2016,10253,24,0,7,1,16,337,175,40,113,9
UT,Harrisville7,2016,6347,6,0,1,3,2,494,240,50,181,23
UT,Heber,2016,14954,16,0,4,2,10,342,181,27,131,3
UT,Helper,2016,2094,1,0,0,0,1,81,36,8,25,12
UT,Hurricane,2016,15869,23,0,6,2,15,647,326,58,256,7
UT,Kab,2016,4406,15,0,0,0,15,117,58,4,47,8
UT,Kaysville,2016,31055,18,0,7,4,7,549,273,54,211,11
UT,La Verkin,2016,4220,5,0,0,0,5,254,84,16,57,97
UT,Layton,2016,75482,118,0,43,15,60,3221,1639,233,1309,40
UT,Lehi,2016,60806,77,0,36,8,33,1524,769,130,599,26
UT,Lindon,2016,10958,5,0,2,2,1,599,293,37,230,39
UT,Logan,2016,50767,50,1,12,5,32,1667,844,120,685,18
UT,Lone Peak,2016,28862,4,0,0,0,4,343,180,38,124,1
UT,Mapleton,2016,9479,2,0,1,0,1,147,69,10,58,10
UT,Moab,2016,5262,26,0,5,0,21,136,73,15,48,0
UT,Monticello,2016,2085,2,0,0,0,2,49,23,3,20,3
UT,Mount Pleasant,2016,3306,0,0,0,0,0,492,40,12,25,415
UT,Murray,2016,49758,276,0,66,68,142,6634,3521,470,2636,7
UT,ples,2016,2320,1,0,0,0,1,74,36,8,21,9
UT,Nephi,2016,5594,4,0,1,0,3,300,148,25,114,13
UT,North Ogden,2016,18654,5,0,2,2,1,446,222,41,168,15
UT,North Park,2016,15088,6,0,6,0,0,438,210,26,169,33
UT,North Salt Lake,2016,20572,14,0,3,2,9,1100,391,84,274,351
UT,Ogden,2016,85930,450,3,65,108,274,7387,3808,614,2843,122
UT,Orem,2016,95640,65,0,26,18,21,4787,2447,209,2116,15
UT,Payson,2016,19738,13,0,2,1,10,880,445,44,386,5
UT,Perry,2016,4739,6,0,0,3,3,239,118,13,100,8
UT,Pleasant Grove,2016,38984,12,1,1,0,10,507,252,41,203,11
UT,Pleasant View7,2016,9548,10,0,2,2,6,223,116,29,76,2
UT,Price,2016,8310,10,0,4,2,4,865,356,58,296,155
UT,Provo,2016,115739,149,2,57,20,70,5279,2713,266,2292,8
UT,Richfield,2016,7597,7,0,3,1,3,577,282,22,252,21
UT,Riverdale,2016,8699,17,1,9,0,7,1223,607,40,546,30
UT,Roosevelt,2016,7179,48,0,31,7,10,687,330,46,254,57
UT,Roy,2016,38167,43,2,10,5,26,1346,701,178,466,1
UT,Salem,2016,7696,0,0,0,0,0,118,58,1,56,3
UT,Sali,2016,2527,2,0,1,0,1,2127,100,15,82,1930
UT,Salt Lake City,2016,193918,1815,13,264,506,1032,31413,16551,1807,12814,241
UT,Sandy,2016,94601,161,0,57,48,56,6047,3140,577,2322,8
UT,Santa Clara/Ivins,2016,15107,3,0,0,0,3,235,119,33,78,5
UT,Santaquin/Genola,2016,12289,5,0,3,0,2,274,136,27,104,7
UT,Saratoga Springs,2016,27211,13,0,2,0,11,396,199,51,141,5
UT,Smithfield,2016,11015,7,1,5,1,0,169,36,5,26,102
UT,South Jordan,2016,70226,53,0,19,7,27,3025,1546,197,1247,35
UT,South Ogden,2016,17026,21,0,9,4,8,995,329,65,229,372
UT,South Salt Lake,2016,25022,204,3,37,58,106,3575,1963,323,1268,21
UT,Spanish Fork,2016,38529,10,0,3,4,3,1061,541,75,445,0
UT,Spring City,2016,1004,0,0,0,0,0,73,36,2,34,1
UT,Springdale,2016,561,4,0,2,0,2,92,28,8,19,37
UT,Springville,2016,32825,28,0,7,2,19,1417,667,86,544,120
UT,St. George,2016,81755,160,0,54,14,92,2811,1465,350,995,1
UT,Stockton,2016,644,1,0,0,0,1,10,5,4,0,1
UT,Sunset,2016,5191,2,0,2,0,0,199,97,18,78,6
UT,Syracuse,2016,28011,12,0,5,1,6,621,306,43,257,15
UT,Tremonton,2016,8333,10,0,4,1,5,370,186,42,129,13
UT,Verl,2016,11687,25,0,4,1,20,709,349,45,291,24
UT,Washington,2016,25564,41,0,8,1,32,1028,517,63,430,18
UT,West Bountiful,2016,5559,13,0,10,1,2,633,143,16,109,365
UT,West Jordan,2016,113595,309,1,39,58,211,8175,3644,413,2866,1252
UT,West Valley,2016,137558,823,10,122,186,505,11599,6425,888,4285,1
UT,Willard,2016,1789,2,0,0,0,2,100,45,21,23,11
UT,Woods Cross,2016,11600,5,0,2,2,1,389,200,32,157,0
VT,Barre Town,2016,7791,7,0,4,0,3,206,103,29,74,0
VT,Bellows Falls,2016,3030,6,0,2,0,4,120,51,6,45,18
VT,Bennington,2016,15265,37,1,2,9,25,724,369,62,289,4
VT,Berlin,2016,2802,6,0,1,2,3,226,115,12,99,0
VT,Brandon,2016,3801,4,0,2,0,2,85,35,5,30,15
VT,Brattleboro,2016,11607,38,0,3,17,18,895,455,60,380,0
VT,Bristol,2016,3955,1,0,0,0,1,24,12,1,11,0
VT,Chester,2016,3069,1,0,0,0,1,36,18,5,13,0
VT,Colchester,2016,17437,20,0,11,2,7,650,323,55,268,4
VT,Essex,2016,21217,8,1,0,0,7,667,335,49,282,1
VT,Fair Haven,2016,2614,1,0,0,1,0,73,37,4,32,0
VT,Hardwick,2016,2925,4,0,2,1,1,128,62,13,49,4
VT,Hartford,2016,9747,20,0,5,2,13,248,126,23,99,0
VT,Lyndonville,2016,1187,0,0,0,0,0,16,8,4,4,0
VT,Manchester,2016,4310,7,0,0,0,7,156,78,19,59,0
VT,Middlebury,2016,8570,2,0,1,0,1,228,114,13,101,0
VT,Milton,2016,10921,7,0,2,0,5,196,98,13,85,0
VT,Montpelier,2016,7542,15,0,8,0,7,452,226,34,192,0
VT,Morristown,2016,5452,4,0,0,0,4,100,50,3,47,0
VT,Newport,2016,4415,22,0,6,0,16,88,44,5,39,0
VT,Randolph,2016,4788,3,0,1,0,2,71,35,7,28,1
VT,Richmond,2016,4134,2,0,1,0,1,67,33,6,26,2
VT,Royalton,2016,2741,5,0,0,0,5,48,25,5,18,0
VT,Rutland Town,2016,4009,2,0,0,0,2,61,28,2,26,5
VT,Shelburne,2016,7887,2,0,0,0,2,107,56,7,44,0
VT,South Burlington,2016,18962,14,0,4,1,9,1157,577,37,540,3
VT,Springfield,2016,9132,9,0,2,2,5,321,162,36,123,0
VT,St. Albans,2016,6799,39,0,3,2,34,898,449,52,397,0
VT,St. Johnsbury,2016,7414,12,0,3,0,9,294,147,16,131,0
VT,Stowe,2016,4474,4,0,2,0,2,161,79,9,70,3
VT,Wilmington,2016,1825,1,0,0,0,1,55,29,5,21,0
VT,Winooski,2016,7178,33,0,3,4,26,364,178,24,154,8
VA,Abingdon,2016,8105,11,0,3,1,7,621,179,13,158,271
VA,Alexandria,2016,155319,286,7,21,134,124,5325,2798,184,2343,0
VA,Altavista,2016,3478,4,1,1,1,1,204,102,5,97,0
VA,Amherst,2016,2206,1,0,0,0,1,19,9,2,7,1
VA,Appalachia,2016,1655,7,0,3,1,3,42,18,5,12,7
VA,Ashland,2016,7559,24,0,5,5,14,427,215,11,197,4
VA,Bedford,2016,6556,11,0,4,0,7,566,284,9,271,2
VA,Berryville,2016,4323,4,0,0,1,3,88,44,10,32,2
VA,Big Stone Gap,2016,5378,5,0,0,1,4,320,154,19,133,14
VA,Blacksburg,2016,44528,43,0,19,3,21,812,409,62,333,8
VA,Blackstone,2016,3467,5,0,2,1,2,240,121,10,103,6
VA,Bluefield,2016,5247,12,0,5,0,7,524,265,19,240,0
VA,Bowling Green,2016,1169,0,0,0,0,0,1,0,0,0,1
VA,Boykins,2016,539,0,0,0,0,0,15,8,1,6,0
VA,Bridgewater,2016,5939,1,0,1,0,0,72,17,4,13,38
VA,Bristol,2016,16908,37,1,9,7,20,826,432,56,338,0
VA,Broadway,2016,3831,1,0,0,0,1,98,49,18,31,0
VA,Brookneal,2016,1120,1,0,0,0,1,61,30,4,26,1
VA,Bue Vista,2016,6576,3,0,1,0,2,109,55,7,47,0
VA,Burkeville,2016,408,0,0,0,0,0,25,12,1,11,1
VA,Cape Charles,2016,1019,0,0,0,0,0,88,7,2,4,75
VA,Charlottesville,2016,46979,245,1,36,43,165,2381,1228,170,983,0
VA,Chase City,2016,2285,4,1,1,1,1,78,39,8,31,0
VA,Chatham,2016,1482,0,0,0,0,0,354,17,0,17,320
VA,Chesapeake,2016,236570,969,14,78,215,662,11682,6001,743,4938,0
VA,Chilhowie,2016,1733,0,0,0,0,0,39,18,3,15,3
VA,Chincoteague,2016,2909,10,0,3,0,7,131,63,14,46,8
VA,Christiansburg,2016,22134,35,0,12,3,20,1142,575,62,505,0
VA,Clarksville,2016,1199,2,0,0,2,0,20,9,3,6,2
VA,Clifton Forge,2016,3713,9,0,1,0,8,110,56,3,51,0
VA,Clintwood,2016,1309,2,0,0,0,2,59,29,1,28,1
VA,Coeburn,2016,1982,5,0,2,1,2,67,29,3,25,10
VA,Colonial Beach,2016,3589,7,0,3,0,4,164,77,11,56,20
VA,Colonial Heights,2016,17814,58,0,22,19,17,1613,816,45,751,1
VA,Covington,2016,5570,8,0,0,0,8,243,121,10,110,2
VA,Crewe,2016,2225,8,0,0,1,7,96,44,7,35,10
VA,Culpeper,2016,17733,43,1,6,11,25,667,338,17,311,1
VA,Damascus,2016,799,2,0,0,0,2,130,29,1,27,73
VA,Danville,2016,41686,335,16,31,76,212,2986,1529,259,1197,1
VA,Dayton,2016,1598,0,0,0,0,0,27,14,2,11,0
VA,Dublin,2016,2719,5,0,0,1,4,78,36,9,27,6
VA,Dumfries,2016,5263,0,0,0,0,0,146,75,7,62,2
VA,Elkton,2016,2826,5,0,1,0,4,41,19,4,13,5
VA,Emporia,2016,5382,34,0,5,10,19,522,263,30,228,1
VA,Exmore,2016,1443,5,0,1,0,4,57,19,1,17,20
VA,Fairfax City,2016,24173,23,0,7,8,8,813,407,33,354,19
VA,Falls Church,2016,14124,27,0,4,14,9,420,219,10,190,1
VA,Farmville,2016,8159,19,0,4,4,11,471,232,14,217,8
VA,Franklin,2016,8423,24,1,5,8,10,651,310,28,274,39
VA,Fredericksburg,2016,28823,104,2,8,19,75,2053,1040,60,941,12
VA,Front Royal,2016,15193,44,0,20,8,16,653,330,25,293,5
VA,Galax,2016,6858,21,2,6,1,12,437,220,30,185,2
VA,Gate City,2016,1937,0,0,0,0,0,60,31,3,26,0
VA,Glasgow,2016,1116,0,0,0,0,0,4,2,0,2,0
VA,Glen Lyn,2016,116,0,0,0,0,0,15,6,1,5,3
VA,Gordonsville,2016,1595,1,0,1,0,0,32,16,3,10,3
VA,Gret,2016,1243,1,0,1,0,0,15,9,2,4,0
VA,Grottoes,2016,2776,2,0,1,0,1,52,26,2,24,0
VA,Grundy,2016,970,0,0,0,0,0,58,29,3,26,0
VA,Halifax,2016,1243,1,0,1,0,0,328,4,1,3,320
VA,Hampton,2016,135504,442,24,40,180,198,9020,4650,589,3741,40
VA,Harrisonburg,2016,52972,117,2,25,29,61,2159,1099,165,894,1
VA,Haymarket,2016,2019,0,0,0,0,0,15,8,1,6,0
VA,Haysi,2016,470,0,0,0,0,0,20,4,3,1,12
VA,Herndon,2016,24806,51,0,9,15,27,758,381,34,335,8
VA,Hillsville,2016,2666,2,0,1,0,1,152,80,12,60,0
VA,Hoker,2016,1382,9,0,0,2,7,80,17,6,11,46
VA,Hopewell,2016,22204,103,4,2,44,53,1236,641,153,442,0
VA,Hurt,2016,1269,1,0,0,0,1,6,3,0,3,0
VA,Independence,2016,923,1,0,1,0,0,18,9,1,8,0
VA,Jonesville,2016,968,0,0,0,0,0,5,2,0,2,1
VA,Kenbridge,2016,1220,3,1,0,0,2,1,1,0,0,0
VA,Kilmarnock,2016,1428,2,0,0,0,2,64,32,12,20,0
VA,La Crosse,2016,586,0,0,0,0,0,2,1,0,1,0
VA,Lawrenceville,2016,1019,1,0,0,0,1,26,12,7,5,2
VA,Lebanon,2016,3323,7,0,2,0,5,294,132,3,127,32
VA,Leesburg,2016,53016,109,3,29,12,65,1609,820,18,770,1
VA,Lexington,2016,7264,10,0,2,0,8,155,77,10,66,2
VA,Louisa,2016,1633,1,0,0,0,1,91,45,1,42,3
VA,Luray,2016,4817,4,0,1,0,3,325,108,12,93,112
VA,Lynchburg,2016,80215,298,2,33,57,206,3538,1802,262,1428,46
VA,Massas,2016,42267,123,1,21,27,74,1595,815,92,677,11
VA,Massas Park,2016,15912,24,0,8,6,10,325,160,14,135,16
VA,Marion,2016,5956,46,0,7,2,37,536,261,33,212,30
VA,Martinsville,2016,13553,28,0,0,2,26,702,366,50,286,0
VA,Middleburg,2016,835,0,0,0,0,0,37,18,0,18,1
VA,Middletown,2016,1324,0,0,0,0,0,24,12,2,9,1
VA,Mount Jackson,2016,2051,3,0,2,0,1,55,28,4,23,0
VA,rrows,2016,1940,1,0,0,0,1,6,2,0,2,2
VA,New Market,2016,2220,1,0,0,0,1,628,25,1,22,580
VA,Newport News,2016,181676,848,30,71,269,478,11112,5579,902,4097,534
VA,Norfolk,2016,245734,1616,46,131,489,950,18702,9617,1165,7918,2
VA,Norton,2016,3911,16,0,7,0,9,286,144,6,136,0
VA,Occoquan,2016,1042,0,0,0,0,0,3,0,0,0,3
VA,Oncock,2016,1260,5,0,2,2,1,47,25,5,17,0
VA,Onley,2016,516,0,0,0,0,0,28,12,1,11,4
