state,city,year,population,violent_crime,murder_and_nonnegligent_manslaughter,forcible_rape,robbery,aggravated_assault,non_violent_crime,property_crime,burglary,larceny_theft,motor_vehicle_theft
WA,Mount Vernon,2010,32630,89,0,15,23,51,4218,2109,290,1756,63
WA,Acortes,2010,17132,14,0,3,1,10,1122,561,81,461,19
IN,Muncie,2010,67736,244,0,22,101,121,4168,2084,476,1432,176
MI,Muskegon,2010,38829,371,1,46,90,234,4468,2234,528,1609,97
MI,Norton Shores,2010,23127,50,1,9,6,34,1446,723,96,609,18
SC,Myrtle Beach,2010,32907,483,1,39,189,254,8310,4155,793,3061,301
SC,North Myrtle,2010,16832,101,0,11,31,59,3626,1813,476,1183,154
SC,Conway,2010,16742,159,1,6,34,118,1912,956,263,647,46
CA,pa,2010,75482,245,1,21,44,179,3114,1557,328,1102,127
FL,ples,2010,22239,25,1,1,8,15,1260,630,88,533,9
FL,Marco Island,2010,15820,18,0,3,1,14,322,161,21,135,5
TN,Counties,2010,,,,,,,0,,,,
TN,shville,2010,616366,6995,55,367,1817,4756,61034,30517,7731,20881,1905
TN,Murfreesboro,2010,109199,603,5,37,151,410,9220,4610,1310,3144,156
TN,Franklin,2010,62127,104,2,14,9,79,2132,1066,115,921,30
CT,New Haven,2010,124856,1992,23,70,787,1112,14454,7227,1399,4815,1013
CT,Milford,2010,57565,55,1,3,19,32,3256,1628,183,1365,80
LA,Tammany,2010,,,,,,,0,,,,
LA,New Orleans,2010,356317,2593,175,144,953,1321,25290,12645,3695,6540,2410
LA,Kenner,2010,67889,209,8,22,80,99,4704,2352,386,1809,157
NY-NJ-PA,Plains-Wayne,2010,,,,,,,0,,,,
NY-NJ-PA,New York,2010,8336002,48489,536,1036,19608,27309,279230,139615,17926,111370,10319
NY-NJ-PA,Newark,2010,280379,2885,90,79,1604,1112,18418,9209,1928,3661,3620
NY-NJ-PA,Edison Township,2010,100395,141,2,5,52,82,3418,1709,334,1220,155
NY-NJ-PA,White Plains,2010,57254,110,2,2,40,66,2188,1094,48,1017,29
NY-NJ-PA,Wayne Township,2010,54234,32,0,4,15,13,2642,1321,113,1147,61
NY-NJ-PA,Union Township,2010,53945,104,1,2,64,37,2046,1023,130,777,116
NY-NJ-PA,New Brunswick,2010,52245,361,3,16,164,178,2744,1372,410,842,120
NY-NJ,Rockland,2010,,,,,,,0,,,,
FL,North Port,2010,59076,194,1,11,26,156,2772,1386,320,1035,31
FL,Bradenton,2010,54337,383,0,28,114,241,4128,2064,530,1435,99
FL,Sarasota,2010,51928,510,6,16,165,323,6376,3188,825,2229,134
FL,Venice,2010,20997,36,2,0,4,30,1134,567,87,466,14
CT,Norwich,2010,37157,144,2,21,46,75,1942,971,266,656,49
CT,New London,2010,26517,286,2,14,50,220,1824,912,257,585,70
FL,Ocala,2010,56396,461,3,34,155,269,6342,3171,712,2372,87
NJ,Ocean City,2010,14725,27,0,4,9,14,1788,894,189,700,5
TX,Odessa,2010,101580,726,3,36,96,591,7046,3523,824,2508,191
UT,Ogden,2010,81431,327,1,24,110,192,9310,4655,867,3479,309
UT,Clearfield,2010,27788,41,0,12,14,15,1692,846,125,685,36
OK,Oklahoma City,2010,571865,5304,54,340,1112,3798,66526,33263,9901,19760,3602
WA,Olympia,2010,46264,150,0,37,29,84,5124,2562,425,1987,150
NE-IA,NE,2010,,,,,,,0,,,,
NE-IA,Omaha,2010,464628,2263,34,194,723,1312,34668,17334,3046,12091,2197
NE-IA,Council Bluffs,2010,61181,636,1,60,77,498,7292,3646,801,2412,433
FL,Orlando,2010,240222,2574,18,113,672,1771,31130,15565,4015,10357,1193
FL,Kissimmee,2010,64122,599,1,19,122,457,6436,3218,856,2192,170
FL,Sanford,2010,52325,356,3,38,174,141,6734,3367,871,2286,210
KY,Owensboro,2010,55848,115,2,36,28,49,4510,2255,399,1772,84
CA,Oxrd,2010,189051,691,8,19,329,335,8036,4018,785,2760,473
CA,Thousand Oaks,2010,124042,139,1,16,50,72,4072,2036,358,1606,72
CA,Ventura,2010,104661,263,3,16,108,136,6916,3458,652,2654,152
CA,Camarillo,2010,64577,54,0,3,12,39,1944,972,167,763,42
FL,Palm Bay,2010,103350,521,4,19,60,438,4920,2460,740,1622,98
FL,Melbourne,2010,77861,685,7,28,144,506,7344,3672,771,2769,132
FL,Titusville,2010,44839,350,1,19,80,250,2972,1486,361,1030,95
FL,Pama City,2010,36593,277,5,5,78,189,4846,2423,508,1785,130
FL,Lynn Haven,2010,15678,58,0,1,9,48,1184,592,67,512,13
FL,Pama City,2010,15482,94,0,14,21,59,2138,1069,156,911,2
MS,Pascagoula,2010,23479,87,2,20,38,27,2818,1409,300,1050,59
FL,Pensacola,2010,53476,420,3,36,112,269,5090,2545,519,1939,87
IL,Peoria2,2010,114557,878,22,31,306,519,10326,5163,1460,3436,267
PA-NJ-DE-MD,Philadelphia,2010,1558378,18535,306,945,8363,8921,115576,57788,10796,39924,7068
PA-NJ-DE-MD,Camden,2010,79081,1841,37,73,712,1019,7000,3500,1015,1966,519
PA-NJ-DE-MD,Wilmington,2010,73270,1399,28,27,633,711,8294,4147,1176,2428,543
AZ,Phoenix,2010,1544427,8002,117,522,3250,4113,122724,61362,15626,38012,7724
AZ,Mesa,2010,452725,1790,15,124,511,1140,29752,14876,2711,11158,1007
AZ,Glendale,2010,245387,963,12,46,385,520,27058,13529,2264,9936,1329
AZ,Scottsdale,2010,230496,353,4,33,100,216,13126,6563,1281,5014,268
AZ,Tempe,2010,173004,779,11,43,268,457,16944,8472,1416,6412,644
AR,Pine Bluff,2010,49971,687,7,40,165,475,7496,3748,1371,2074,303
PA,Pittsburgh,2010,312737,2810,55,66,1190,1499,22568,11284,2949,7678,657
MA,Pittsfield,2010,41666,281,1,26,17,237,2366,1183,375,749,59
ID,Pocatello,2010,55215,132,1,24,6,101,3452,1726,296,1360,70
ME,Portland,2010,63166,242,6,33,129,74,5842,2921,599,2246,76
ME,South Portland,2010,24144,49,0,2,11,36,1804,902,92,788,22
ME,Biddeford,2010,21511,66,0,17,18,31,2058,1029,157,850,22
FL,Port St.,2010,163089,386,3,45,49,289,6424,3212,909,2224,79
NY,Poughkeepsie,2010,29175,398,7,21,142,228,2110,1055,273,729,53
NY,Newburgh,2010,27836,522,11,7,195,309,2264,1132,342,724,66
NY,Middletown,2010,25701,150,1,7,63,79,2342,1171,194,949,28
AZ,Prescott,2010,41428,135,0,11,13,111,2502,1251,221,979,51
RI-MA,Providence,2010,171565,1214,15,74,405,720,16458,8229,2034,5078,1117
RI-MA,New Bedford,2010,89613,1160,3,69,272,816,7198,3599,1237,1974,388
RI-MA,Fall River,2010,89741,1087,5,52,252,778,6594,3297,940,2006,351
RI-MA,Warwick,2010,84568,85,0,14,24,47,4238,2119,381,1628,110
RI-MA,Cranston,2010,80125,115,1,17,24,73,3802,1901,382,1339,180
UT,Provo,2010,117734,194,2,46,27,119,5478,2739,370,2266,103
UT,Orem,2010,93580,68,1,19,17,31,5106,2553,240,2204,109
CO,Pueblo2,2010,103612,885,1,30,157,697,9944,4972,1622,2899,451
FL,Punta Gorda,2010,17389,27,0,1,2,24,752,376,176,198,2
WI,Racine,2010,82059,387,8,19,201,159,6812,3406,971,2279,156
NC,Raleigh,2010,419700,1740,14,99,643,984,25990,12995,3021,9104,870
NC,Cary,2010,141461,120,1,14,35,70,4358,2179,535,1580,64
SD,Rapid City,2010,67436,404,2,91,59,252,5646,2823,518,2178,127
PA,Reading,2010,81370,767,10,21,384,352,7324,3662,1425,1582,655
CA,Redding,2010,91414,793,2,61,105,625,6074,3037,849,1946,242
NV,Reno,2010,222242,1168,9,46,385,728,14936,7468,1638,5101,729
NV,Sparks,2010,91433,357,8,35,103,211,5522,2761,699,1829,233
VA,William,2010,,,,,,,0,,,,
VA,Richmond,2010,205883,1506,41,40,735,690,17134,8567,1783,5918,866
CA,Riverside,2010,301859,1448,9,78,502,859,19926,9963,2068,6434,1461
CA,San Berrdino,2010,199214,1624,31,66,632,895,17934,8967,2318,4928,1721
CA,Ontario,2010,172814,630,3,48,237,342,9836,4918,850,3170,898
CA,Victorville,2010,117057,681,6,38,256,381,7348,3674,1274,1964,436
CA,Temecula,2010,102474,74,2,3,42,27,4702,2351,535,1642,174
CA,Chino,2010,84170,264,0,13,76,175,4018,2009,479,1314,216
CA,Hemet,2010,73111,369,8,17,129,215,5774,2887,875,1682,330
CA,Redlands,2010,70552,243,2,25,104,112,5072,2536,587,1706,243
CA,Colton,2010,50706,170,6,14,79,71,3158,1579,406,890,283
CA,Palm Desert,2010,52625,48,0,6,30,12,3822,1911,638,1150,123
VA,Roanoke,2010,94795,677,9,27,176,465,9470,4735,883,3608,244
MN,Rochester3,2010,105027,,1,,58,123,4858,2429,399,1925,105
NY,Rochester,2010,203802,2229,41,99,816,1273,23640,11820,3448,7620,752
IL,Rockford,2010,156180,2272,21,110,495,1646,15610,7805,2375,4992,438
NC,Rocky Mount,2010,59688,688,11,14,210,453,7132,3566,1057,2339,170
GA,Rome,2010,34896,233,1,17,90,125,3980,1990,447,1439,104
CA,Sacramento,2010,472469,4112,33,165,1491,2423,40400,20200,5027,11179,3994
CA,Roseville,2010,119755,334,1,17,87,229,7604,3802,542,3029,231
CA,Folsom,2010,69497,105,0,9,32,64,2968,1484,262,1159,63
CA,Woodland,2010,55814,161,1,17,39,104,3026,1513,352,993,168
MI,Sagiw,2010,54155,1209,4,61,192,952,4390,2195,1310,763,122
OR,Salem2,2010,155820,483,1,48,118,316,12112,6056,868,4761,427
CA,Salis,2010,144242,1162,19,23,365,755,9296,4648,1358,2437,853
MD,Salisbury,2010,29046,450,7,22,143,278,4476,2238,575,1598,65
UT,Salt Lake,2010,177873,1289,8,146,359,776,27678,13839,2177,10173,1489
TX,San Angelo,2010,92234,276,1,48,50,177,8338,4169,1035,2976,158
TX,San Antonio,2010,1392198,8434,79,467,2360,5528,176706,88353,17301,65395,5657
TX,New Braunfels,2010,57796,121,0,10,25,86,3932,1966,373,1530,63
CA,San Diego,2010,1313433,5616,29,300,1636,3651,61506,30753,6387,17977,6389
CA,Carlsbad,2010,100461,195,0,20,41,134,3640,1820,399,1313,108
CA,San Marcos,2010,83671,237,1,16,70,150,3284,1642,350,1054,238
CA,tiol City,2010,56270,428,4,11,148,265,3698,1849,310,1033,506
OH,Sandusky,2010,25380,150,0,7,20,123,2546,1273,310,960,3
CA,San Francisco,2010,818594,5747,48,133,3180,2386,64730,32365,4557,23905,3903
CA,Oakland,2010,409723,6267,90,318,2917,2942,34650,17325,4961,7720,4644
CA,Fremont,2010,205477,488,3,40,189,256,8828,4414,1167,2757,490
CA,Hayward,2010,144509,652,13,48,391,200,7506,3753,1097,1649,1007
CA,Berkeley,2010,102700,533,5,23,365,140,11886,5943,1088,4240,615
CA,San Mateo,2010,92724,292,1,24,82,185,3810,1905,242,1464,199
CA,San Leandro,2010,78447,347,4,10,209,124,6274,3137,634,1911,592
CA,Redwood City,2010,74355,174,3,16,69,86,3282,1641,461,988,192
CA,Pleasanton,2010,67823,78,0,4,24,50,2588,1294,210,1002,82
CA,Walnut Creek,2010,63897,115,1,5,38,71,4744,2372,436,1783,153
CA,South San,2010,63006,152,5,13,54,80,2958,1479,458,808,213
CA,San Rafael,2010,55832,236,3,34,82,117,3206,1603,312,1030,261
CA,San Jose,2010,970252,3215,20,253,976,1966,44162,22081,3940,12730,5411
CA,Sunnyvale,2010,134073,169,0,26,59,84,4454,2227,407,1574,246
CA,Santa Clara,2010,112917,182,2,7,62,111,6032,3016,481,2210,325
CA,Mountain View,2010,72321,168,1,4,46,117,2916,1458,177,1179,102
CA,Milpitas,2010,68371,91,0,9,53,29,3962,1981,264,1461,256
CA,Palo Alto,2010,60288,58,0,4,39,15,2692,1346,217,1080,49
CA,Cupertino,2010,54403,60,0,6,17,37,1962,981,216,728,37
CA,San Luis,2010,44008,126,0,27,35,64,3372,1686,372,1260,54
CA,Paso Robles,2010,29089,95,0,13,15,67,2012,1006,268,688,50
CA,Santa Barbara,2010,85967,341,3,28,92,218,5056,2528,487,1939,102
CA,Santa Maria,2010,87803,771,3,32,152,584,4638,2319,506,1496,317
CA,Goleta,2010,29605,57,0,5,11,41,814,407,121,277,9
CA,Santa Cruz,2010,56860,553,6,31,120,396,5872,2936,495,2262,179
CA,Watsonville,2010,51488,327,1,13,98,215,3078,1539,271,1091,177
NM,Santa,2010,76442,367,8,39,81,239,8698,4349,2392,1781,176
CA,Santa Rosa,2010,158182,767,2,56,166,543,8192,4096,757,3041,298
CA,Petaluma,2010,55168,197,1,13,19,164,1556,778,117,604,57
GA,Savanh-Chatham Metropolitan,2010,210744,843,20,30,454,339,18404,9202,2552,6026,624
PA,Scranton,2010,71920,234,1,23,103,107,4844,2422,675,1631,116
PA,Wilkes-Barre,2010,40970,196,2,13,111,70,3628,1814,352,1373,89
WA,Seattle,2010,620195,3515,19,96,1429,1971,66372,33186,6449,23284,3453
WA,Tacoma,2010,199595,1700,14,141,535,1010,25340,12670,2893,7741,2036
WA,Bellevue,2010,127735,138,0,10,59,69,7538,3769,657,2905,207
WA,Everett,2010,99387,535,5,76,181,273,15344,7672,994,5536,1142
WA,Kent,2010,85768,501,2,67,157,275,8928,4464,1018,2665,781
WA,Renton,2010,62968,280,0,38,112,130,8228,4114,847,2673,594
WA,Auburn,2010,64139,235,3,15,79,138,7656,3828,725,2533,570
FL,Sebastian,2010,21063,50,0,6,8,36,1106,553,163,378,12
FL,Vero Beach,2010,17254,72,0,4,22,46,1256,628,179,425,24
TX,Sherman,2010,38623,180,5,4,34,137,2912,1456,311,1109,36
TX,Denison,2010,24196,77,1,2,13,61,2218,1109,215,858,36
LA,Shreveport,2010,199900,1533,26,121,355,1031,18918,9459,2616,6317,526
LA,Bossier City,2010,64232,397,1,27,71,298,5326,2663,480,2036,147
IA-NE-SD,Sioux City,2010,83494,285,0,22,32,231,6206,3103,618,2333,152
SD,Sioux Falls,2010,160679,482,3,96,55,328,9708,4854,989,3637,228
IN-MI,South Bend,2010,104182,746,6,52,339,349,11858,5929,2216,3411,302
IN-MI,Mishawaka,2010,50632,142,0,15,52,75,6130,3065,523,2386,156
SC,Spartanburg,2010,40448,646,6,18,129,493,6174,3087,679,2207,201
WA,Spokane,2010,203272,1270,6,80,432,752,30084,15042,2859,10174,2009
IL,Springfield2,2010,117383,1452,7,104,338,1003,15134,7567,2167,5160,240
MA,Springfield,2010,154314,2090,16,129,587,1358,15094,7547,2660,4015,872
MO,Springfield,2010,157110,1328,11,120,310,887,30432,15216,2188,12024,1004
OH,Springfield,2010,61540,480,4,37,216,223,8988,4494,1501,2723,270
PA,State College,2010,54649,74,0,9,16,49,1784,892,111,769,12
MN,St. Cloud3,2010,67942,,3,,43,134,5084,2542,347,2102,93
OH-WV,Steubenville,2010,18522,75,2,5,34,34,2196,1098,190,872,36
OH-WV,Weirton,2010,18717,18,1,1,5,11,392,196,46,143,7
UT,St. George,2010,73086,68,0,12,10,46,3232,1616,315,1224,77
MO-KS,St. Joseph,2010,75922,305,5,20,70,210,7210,3605,870,2547,188
MO-IL,Jefferson,2010,,,,,,,0,,,,
MO-IL,St. Louis,2010,355151,6205,144,188,2125,3748,54648,27324,6705,16356,4263
MO-IL,St. Charles,2010,65729,126,2,8,35,81,3782,1891,323,1517,51
CA,Stockton,2010,292047,4033,49,107,1413,2464,32354,16177,4482,9654,2041
SC,Sumter,2010,38228,459,4,15,88,352,5494,2747,879,1760,108
NY,Syracuse,2010,136284,1291,15,68,377,831,11416,5708,2174,3167,367
FL,Tallahassee,2010,174516,1802,13,130,492,1167,17158,8579,2920,5310,349
FL,Tampa,2010,347830,2170,27,47,684,1412,22906,11453,3131,7484,838
FL,St. Petersburg,2010,243666,2758,13,105,752,1888,27630,13815,3564,9015,1236
FL,Clearwater,2010,105647,775,5,35,245,490,8676,4338,777,3360,201
FL,Largo,2010,73019,506,3,39,131,333,6694,3347,527,2668,152
TX-Texarka,Texarka,2010,37220,527,3,26,98,400,4700,2350,647,1592,111
TX-Texarka,Texarka,2010,30488,298,0,19,51,228,3870,1935,425,1389,121
OH,Toledo4,2010,315647,2854,23,140,1097,1594,8484,,7287,,1197
KS,Topeka,2010,125306,697,14,51,222,410,15012,7506,1598,5404,504
NJ,Trenton,2010,83552,1198,15,13,500,670,5032,2516,865,1289,362
NJ,Ewing Township,2010,36612,121,2,1,31,87,1420,710,182,466,62
AZ,Tucson4,2010,527107,3331,51,158,1088,2034,8435,,5002,,3433
OK,Tulsa,2010,393412,4304,54,252,1381,2617,42710,21355,7146,11857,2352
AL,Tuscaloosa,2010,95570,449,7,31,190,221,9656,4828,1462,3188,178
TX,Tyler,2010,100125,644,6,44,99,495,10182,5091,1040,3828,223
NY,Utica,2010,57153,416,2,25,146,243,5434,2717,577,2059,81
NY,Rome,2010,32930,40,1,5,8,26,1296,648,158,464,26
GA,Valdosta,2010,51089,270,3,17,81,169,5266,2633,856,1665,112
CA,Vallejo2,2010,114258,822,17,59,458,288,10202,5101,2249,1675,1177
CA,Fairfield,2010,104202,502,8,18,185,291,6790,3395,757,2169,469
TX,Victoria,2010,63215,388,7,37,75,269,6640,3320,788,2426,106
NJ,Vineland,2010,59924,223,3,6,83,131,4254,2127,515,1536,76
NJ,Millville,2010,29497,169,1,7,58,103,2432,1216,265,919,32
NJ,Bridgeton,2010,25243,320,4,1,126,189,2094,1047,360,637,50
VA-NC,Counties,2010,,,,,,,0,,,,
VA-NC,Virginia Beach,2010,435873,820,14,55,422,329,26464,13232,2151,10431,650
VA-NC,Norfolk,2010,234100,1445,34,90,596,725,26318,13159,2158,10079,922
VA-NC,Newport News,2010,195225,953,20,83,366,484,13116,6558,1247,4877,434
VA-NC,Hampton,2010,144545,395,14,29,175,177,10668,5334,759,4230,345
VA-NC,Portsmouth,2010,99576,609,14,17,265,313,10948,5474,1318,3885,271
CA,Visalia,2010,125036,578,6,26,176,370,10668,5334,1237,3497,600
CA,Porterville,2010,52777,222,4,11,59,148,3704,1852,449,1154,249
TX,Waco,2010,127039,838,5,51,195,587,12878,6439,1856,4373,210
GA,Warner Robins,2010,60825,338,4,19,94,221,7094,3547,804,2568,175
DC-VA-MD-WV,Washington D.C.,2010,601723,7468,132,184,3914,3238,54276,27138,4224,18050,4864
DC-VA-MD-WV,Alexandria,2010,152801,276,2,21,125,128,6484,3242,317,2639,286
DC-VA-MD-WV,Frederick,2010,60686,454,2,16,162,274,3424,1712,262,1363,87
DC-VA-MD-WV,Loudoun,2010,,,,,,,0,,,,
IA,Waterloo,2010,67203,435,3,33,70,329,5116,2558,812,1635,111
IA,Cedar Falls,2010,39350,71,1,10,3,57,1368,684,113,552,19
WI,Wausau,2010,38429,102,0,19,14,69,2374,1187,267,894,26
WA,Wetchee,2010,30287,80,1,16,10,53,2362,1181,150,971,60
WA,East Wetchee,2010,12620,29,0,5,8,16,1072,536,63,446,27
KS,Wichita,2010,376880,3026,16,246,481,2283,36482,18241,4241,12472,1528
TX,Wichita Falls,2010,100716,463,7,44,133,279,10628,5314,1317,3710,287
PA,Williamsport,2010,29320,102,2,12,55,33,2440,1220,232,954,34
NC,Wilmington,2010,102649,724,5,47,282,390,11412,5706,1447,3781,478
VA-WV,Winchester,2010,26698,56,0,8,20,28,2250,1125,146,956,23
NC,Winston-Salem,2010,232928,1517,11,96,449,961,26698,13349,4482,8225,642
MA,Worcester,2010,181908,1744,7,19,368,1350,12380,6190,1910,3687,593
WA,Yakima,2010,85802,490,12,46,144,288,11110,5555,1464,3501,590
PA,York,2010,40553,421,5,37,248,131,4142,2071,555,1330,186
PA,Hanover,2010,15234,32,0,3,10,19,968,484,34,439,11
OH-PA,Youngstown,2010,71380,694,25,28,235,406,8862,4431,2101,1806,524
OH-PA,Warren,2010,42850,262,4,22,123,113,4626,2313,1068,1099,146
OH-PA,Boardman,2010,38524,63,0,6,44,13,3772,1886,340,1466,80
CA,Yuba City,2010,62694,216,2,22,51,141,3566,1783,409,1222,152
AZ,Yuma,2010,88291,550,3,24,56,467,6120,3060,815,2058,187
TX,Abilene,2011,119526,428,5,33,120,270,8768,4384,1119,3093,172
OH,Akron,2011,199256,1779,27,165,718,869,21728,10864,4268,5790,806
GA,Albany,2011,78454,640,13,37,176,414,9438,4719,1332,3174,213
NY,Albany,2011,98296,939,4,33,320,582,9222,4611,895,3514,202
NY,Schenectady,2011,66432,633,4,43,204,382,6196,3098,904,2011,183
NY,Troy,2011,50354,371,0,23,112,236,4636,2318,775,1442,101
NM,Albuquerque,2011,551961,4207,35,264,998,2910,55952,27976,5985,19168,2823
LA,Alexandria,2011,48159,651,2,11,159,479,7120,3560,869,2517,174
,Allentown,2011,118408,647,10,61,339,237,9150,4575,1101,3041,433
,Bethlehem,2011,75221,219,3,17,97,102,3724,1862,371,1405,86
PA,Altoo,2011,46468,143,0,26,39,78,2180,1090,301,745,44
TX,Amarillo,2011,194708,1223,10,104,235,874,18776,9388,2016,6756,616
IA,Ames,2011,59274,178,0,18,10,150,3340,1670,351,1263,56
AK,Anchorage,2011,296955,2388,12,283,465,1628,18910,9455,1080,7750,625
SC,Anderson,2011,26997,209,3,9,50,147,4056,2028,481,1405,142
MI,Ann Arbor,2011,113848,261,0,36,59,166,5098,2549,534,1918,97
AL,Anniston1,2011,23217,411,11,21,85,294,4646,2323,996,1227,100
AL,Oxford1,2011,17280,87,3,5,16,63,2096,1048,182,808,58
WI,Appleton,2011,72939,217,0,33,29,155,2916,1458,220,1213,25
NC,Asheville,2011,84450,444,5,22,181,236,7898,3949,753,2875,321
GA,Athens-Clarke County,2011,117114,417,6,30,132,249,9746,4873,1359,3273,241
GA,Gwinnett,2011,,,,,,,0,,,,
GA,Atlanta,2011,425533,6097,88,148,2343,3518,60288,30144,7499,17274,5371
GA,Sandy Springs,2011,95089,153,1,6,94,52,4950,2475,587,1728,160
GA,Marietta,2011,57324,386,5,13,125,243,5248,2624,584,1864,176
NJ,Atlantic City,2011,39690,741,13,22,384,322,5876,2938,573,2261,104
NJ,Hammonton,2011,14840,17,2,0,7,8,400,200,60,132,8
AL,Auburn1,2011,53637,152,0,12,48,92,4286,2143,550,1520,73
AL,Opelika1,2011,26604,115,2,17,41,55,4072,2036,406,1597,33
TX,Austin,2011,807022,3471,28,211,1106,2126,84500,42250,7042,33069,2139
TX,Round Rock,2011,101989,115,2,25,39,49,4892,2446,394,2001,51
TX,San Marcos,2011,45839,159,1,11,37,110,3136,1568,273,1206,89
CA,Bakersfield,2011,351568,1866,18,39,548,1261,29680,14840,4321,8123,2396
CA,Delano,2011,53665,220,1,7,48,164,3288,1644,773,513,358
MD,Baltimore,2011,626848,8885,196,341,3457,4891,59648,29824,8615,17010,4199
ME,Bangor,2011,33035,69,2,9,35,23,3344,1672,249,1389,34
MA,Barnstable,2011,45468,303,1,28,32,242,2556,1278,360,855,63
LA,Rouge,2011,,,,,,,0,,,,
LA,Baton Rouge,2011,231592,2468,64,51,893,1460,25332,12666,4220,7946,500
MI,Battle Creek,2011,61658,567,5,62,98,402,6178,3089,1146,1846,97
MI,Bay City,2011,34906,170,0,36,35,99,1594,797,244,524,29
TX,Beaumont,2011,120785,1069,13,65,356,635,13312,6656,2035,4336,285
TX,Port Arthur,2011,54950,434,8,29,156,241,5706,2853,950,1740,163
WA,Bellingham,2011,82154,199,1,35,55,108,7476,3738,646,2961,131
OR,Bend,2011,77455,204,1,25,27,151,4832,2416,365,1978,73
MT,Billings1,2011,105095,313,2,36,36,239,9386,4693,669,3689,335
NY,Binghamton,2011,47589,268,0,17,76,175,4568,2284,415,1796,73
AL,Birmingham1,2011,213258,3163,54,182,1011,1916,35682,17841,5806,10522,1513
AL,Hoover1,2011,82012,59,0,7,35,17,4388,2194,422,1663,109
ND,Bismarck,2011,62305,166,1,27,15,123,3730,1865,258,1494,113
VA,Blacksburg,2011,43129,24,0,9,5,10,1182,591,84,490,17
VA,Christiansburg,2011,21292,29,0,7,5,17,1466,733,98,615,20
VA,Radford,2011,16604,55,1,7,8,39,954,477,97,364,16
IN,Bloomington,2011,80816,244,4,18,58,164,6144,3072,601,2300,171
IL,Bloomington,2011,76841,361,1,69,58,233,3480,1740,460,1231,49
IL,Normal,2011,52655,106,0,16,19,71,2598,1299,279,994,26
ID,Boise,2011,207945,510,1,66,59,384,10656,5328,809,4347,172
ID,mpa,2011,82459,227,0,37,9,181,4950,2475,514,1864,97
,County,2011,,,,,,,0,,,,
,Boston,2011,621359,5252,63,271,1904,3014,38890,19445,3482,14064,1899
,Cambridge,2011,105803,479,5,24,152,298,6318,3159,539,2465,155
,Quincy,2011,92834,394,1,31,91,271,3552,1776,551,1087,138
,Newton,2011,85665,80,0,2,19,59,2362,1181,212,942,27
,Framingham,2011,68734,187,0,6,21,160,2252,1126,212,830,84
,Waltham,2011,61002,174,0,15,24,135,1736,868,191,639,38
,Peabody,2011,51563,124,2,9,13,100,2564,1282,212,996,74
CO,Boulder,2011,99081,275,2,35,35,203,4982,2491,467,1899,125
KY,Bowling Green,2011,58468,167,3,31,60,73,5432,2716,462,2127,127
WA,Bremerton,2011,38321,241,1,41,53,146,4076,2038,397,1457,184
CT,Bridgeport,2011,144496,1447,20,116,610,701,11214,5607,1540,3025,1042
CT,Stamford,2011,122870,389,6,32,190,161,3974,1987,282,1498,207
CT,Norwalk,2011,85761,326,3,15,90,218,3828,1914,297,1443,174
CT,Danbury,2011,81043,164,1,34,76,53,3176,1588,343,1183,62
CT,Stratford,2011,51479,146,1,9,59,77,3082,1541,309,1104,128
TX,Brownsville,2011,178706,500,1,37,109,353,16374,8187,1009,7015,163
TX,Harlingen,2011,66214,337,4,18,65,250,8156,4078,880,3099,99
